Date mutation,Valeur fonciere,No voie,Type de voie,Voie,Code ID commune,Code postal,Commune,Code departement,Code commune,1er lot,Surface Carrez du 1er lot,Type local,Surface reelle bati,Nombre pieces principales
2020-03-06 00:00:00,305000,1.0,RUE,SALISBURY,166,6310.0,BEAULIEU SUR MER,6,11,92,"52,06",Appartement,65,2
2020-02-24 00:00:00,273000,7.0,RUE,DE L ESQUIAOU,162,6230.0,VILLEFRANCHE-SUR-MER,6,159,1,"57,01",Appartement,40,1
2020-03-07 00:00:00,45000,7.0,PL,DE L EGLISE,174,6660.0,SAINT-ETIENNE-DE-TINEE,6,120,14,"28,34",Appartement,30,1
2020-02-24 00:00:00,315000,8.0,RUE,EDITH DUHAMEL,162,6230.0,VILLEFRANCHE-SUR-MER,6,159,4,"58,36",Appartement,50,4
2020-03-09 00:00:00,75000,5703.0,,FRONT DE NEIGE,163,6420.0,ISOLA,6,73,91,"24,96",Appartement,25,1
2020-02-20 00:00:00,485000,181.0,CHE,DES OLIVIERS,177,6320.0,LA TURBIE,6,150,12,"96,58",Maison,91,4
2020-03-12 00:00:00,65000,5400.0,,LE COLLET,174,6660.0,SAINT-ETIENNE-DE-TINEE,6,120,543,"20,7",Appartement,22,1
2020-03-16 00:00:00,150000,5031.0,,VILLAGE,186,6470.0,BEUIL,6,16,3,"46,05",Appartement,49,3
2020-02-14 00:00:00,95000,6.0,AV,ALBERT 1ER,162,6230.0,VILLEFRANCHE-SUR-MER,6,159,17,"15,72",Appartement,15,1
2020-03-10 00:00:00,470000,4.0,RUE,LIEUTENANT COLONELLI,166,6310.0,BEAULIEU SUR MER,6,11,127,"57,75",Appartement,39,2
2020-03-19 00:00:00,310000,5501.0,,CHASTILLON,163,6420.0,ISOLA,6,73,144,"46,02",Appartement,49,2
2020-03-03 00:00:00,85250,24.0,AV,DE   VALBERG,164,6470.0,PEONE,6,94,38,"20,85",Appartement,20,1
2020-03-05 00:00:00,365000,1.0,AV,EDITH CAVELL,166,6310.0,BEAULIEU SUR MER,6,11,14,"69,47",Appartement,68,3
2020-03-13 00:00:00,90000,26.0,RUE,DU CHANOINE TH.GIAUME,187,6390.0,BERRE-LES-ALPES,6,15,2,"44,05",Appartement,40,1
2020-03-11 00:00:00,200000,8.0,RUE,SAINT  JEAN,178,6470.0,GUILLAUMES,6,71,41,"52,6",Appartement,60,2
2020-02-28 00:00:00,64000,18.0,ALL,HENRI MARESCALCHI,170,6320.0,CAP-D AIL,6,32,4,"22,05",Appartement,24,1
2020-03-16 00:00:00,52470,5012.0,,VILLAGE DE TOUDON,188,6830.0,TOUDON,6,141,2,"65,67",Appartement,58,4
2020-03-10 00:00:00,295000,9.0,RUE,DUJARDIN BEAUMETZ,166,6310.0,BEAULIEU SUR MER,6,11,192,"41,77",Appartement,43,2
2020-02-25 00:00:00,267500,11.0,RUE,PAUL DOUMER,166,6310.0,BEAULIEU SUR MER,6,11,31,"49,23",Appartement,50,2
2020-03-20 00:00:00,262500,22.0,BD,MARECHAL JOFFRE,166,6310.0,BEAULIEU SUR MER,6,11,125,"53,62",Appartement,60,2
2020-03-17 00:00:00,116000,5676.0,,LE PLATEAU D AURON,174,6660.0,SAINT-ETIENNE-DE-TINEE,6,120,1040,"26,61",Appartement,29,1
2020-03-09 00:00:00,107000,4.0,AV,JACQUES ABBA,170,6320.0,CAP-D AIL,6,32,150,"14,53",Appartement,14,1
2020-04-03 00:00:00,270000,37.0,ALL,DE VERDUN,172,6450.0,SAINT-MARTIN-VESUBIE,6,127,84,"86,14",Appartement,88,3
2020-03-25 00:00:00,112880,5704.0,,FRONT DE NEIGE,163,6420.0,ISOLA,6,73,104,"31,91",Appartement,32,2
2020-03-09 00:00:00,320000,57.0,RTE,DEPARTEMENTALE 2204,189,6440.0,BLAUSASC,6,19,33,"85,15",Appartement,85,4
2020-03-20 00:00:00,77000,28.0,RUE,PLANE,187,6390.0,BERRE-LES-ALPES,6,15,1,"30,38",Appartement,45,1
2020-03-12 00:00:00,459000,14.0,BD,D ALSACE LORRAINE,166,6310.0,BEAULIEU SUR MER,6,11,3,"65,39",Appartement,60,1
2020-04-08 00:00:00,150000,14.0,AV,ALBERT 1ER,166,6310.0,BEAULIEU SUR MER,6,11,9,"18,63",Appartement,22,1
2020-03-31 00:00:00,345000,16.0,RUE,GAUTIER VIGNAL,166,6310.0,BEAULIEU SUR MER,6,11,5,"62,41",Appartement,64,3
2020-03-27 00:00:00,212500,7.0,RUE,EDITH DUHAMEL,162,6230.0,VILLEFRANCHE-SUR-MER,6,159,18,"27,34",Appartement,28,1
2020-04-10 00:00:00,80400,5567.0,,ADRECH DE BARRIS,163,6420.0,ISOLA,6,73,30,"31,06",Appartement,32,2
2020-03-31 00:00:00,76000,85.0,RUE,SAINT ANTOINE,190,6450.0,BELVEDERE,6,13,1,"45,93",Appartement,45,3
2020-03-27 00:00:00,69000,5.0,BD,DU DOC ROUX,169,6440.0,L'ESCARENE,6,57,5,"24,45",Appartement,30,2
2020-03-16 00:00:00,1250000,1.0,AV,DE LA LIBERATION,184,6230.0,SAINT-JEAN-CAP-FERRAT,6,121,11,"63,51",Appartement,62,3
2020-04-15 00:00:00,345000,3.0,AV,DENIS SEMERIA,184,6230.0,SAINT-JEAN-CAP-FERRAT,6,121,33,"51,41",Appartement,52,3
2020-04-16 00:00:00,60000,5386.0,,PEIRA CAVA CENTRE,191,6440.0,LUCERAM,6,77,2,"79,2",Appartement,34,4
2020-04-02 00:00:00,335000,5262.0,,SERRE DE NAIRAUD,186,6470.0,BEUIL,6,16,3,"82,67",Maison,100,5
2020-04-27 00:00:00,185500,65.0,AV,GENERAL DE GAULLE,185,6670.0,LEVENS,6,75,36,"83,05",Appartement,83,4
2020-04-20 00:00:00,39000,5515.0,,LE VILLAGE,192,6450.0,LANTOSQUE,6,74,3,"29,47",Appartement,29,2
2020-04-09 00:00:00,225000,2.0,RUE,CHARLES ROUX,193,6790.0,ASPREMONT,6,6,1,"61,45",Appartement,80,3
2020-04-09 00:00:00,83450,5137.0,,LE VILLAGE,194,6450.0,LA BOLLENE-VESUBIE,6,20,3,"36,09",Appartement,45,2
2020-04-24 00:00:00,395000,1.0,RUE,SALISBURY,166,6310.0,BEAULIEU SUR MER,6,11,103,"59,41",Appartement,67,2
2020-04-27 00:00:00,108500,5247.0,,FRONT DE NEIGE,163,6420.0,ISOLA,6,73,42,"25,34",Appartement,25,1
2020-04-22 00:00:00,184000,44.0,AV,GEN DE GAULLE,168,6340.0,DRAP,6,54,2,"60,48",Appartement,60,2
2020-05-07 00:00:00,47000,4.0,PL,DU   MERCANTOUR,164,6470.0,PEONE,6,94,21,"21,04",Appartement,22,1
2020-04-27 00:00:00,205000,6000.0,,FRONT DE NEIGE,163,6420.0,ISOLA,6,73,158,"36,16",Appartement,37,2
2020-05-06 00:00:00,115000,260.0,AV,CHARLES DE CAQUERAY,172,6450.0,SAINT-MARTIN-VESUBIE,6,127,27,"40,56",Appartement,50,3
2020-05-15 00:00:00,12000,3.0,RUE,DE  LA  CHABRIETTE,164,6470.0,PEONE,6,94,4,44,Appartement,50,1
2020-04-28 00:00:00,270000,3.0,BD,MARECHAL JOFFRE,166,6310.0,BEAULIEU SUR MER,6,11,205,"43,76",Appartement,46,2
2020-05-14 00:00:00,170000,5708.0,,FRONT DE NEIGE,163,6420.0,ISOLA,6,73,225,"45,21",Appartement,45,2
2020-05-13 00:00:00,58000,1.0,MTE,PAULINE,195,6420.0,RIMPLAS,6,102,3,"46,49",Appartement,40,2
2020-05-18 00:00:00,162300,5657.0,,LE PLATEAU D AURON,174,6660.0,SAINT-ETIENNE-DE-TINEE,6,120,13,"36,09",Appartement,37,2
2020-05-25 00:00:00,108500,18.0,RUE,DU DOCTEUR MORIEZ,191,6440.0,LUCERAM,6,77,6,"70,08",Appartement,36,1
2020-05-28 00:00:00,210000,3.0,AV,DE LA BARMASSA,162,6230.0,VILLEFRANCHE-SUR-MER,6,159,11,"50,01",Appartement,47,1
2020-05-27 00:00:00,540400,6.0,AV,GENERAL LECLERC,162,6230.0,VILLEFRANCHE-SUR-MER,6,159,27,"107,52",Appartement,104,4
2020-05-07 00:00:00,502000,7.0,RUE,PAUL DOUMER,166,6310.0,BEAULIEU SUR MER,6,11,60,"84,5",Appartement,80,3
2020-05-29 00:00:00,387000,401.0,CHE,DU CAYRE,196,6340.0,CANTARON,6,31,3,"168,51",Appartement,169,5
2020-05-28 00:00:00,128000,5674.0,,LE HAMEAU,163,6420.0,ISOLA,6,73,26,"39,04",Appartement,40,2
2020-04-30 00:00:00,645000,14.0,AV,RAYMOND GRAMAGLIA,170,6320.0,CAP-D AIL,6,32,66,70,Appartement,70,2
2020-05-20 00:00:00,300000,982.0,CHE,DES VIGNASSES,177,6320.0,LA TURBIE,6,150,2,"54,33",Appartement,70,2
2020-06-04 00:00:00,41000,7.0,RUE,DE LA TERRASSE,185,6670.0,LEVENS,6,75,2,"29,51",Appartement,38,1
2020-05-20 00:00:00,180000,3.0,BD,MARECHAL JOFFRE,166,6310.0,BEAULIEU SUR MER,6,11,206,"29,63",Appartement,30,1
2020-05-29 00:00:00,67000,6.0,RUE,DOMINIQUE DURANDY,177,6320.0,LA TURBIE,6,150,3,"17,95",Appartement,23,1
2020-05-20 00:00:00,120000,5001.0,RUE,NAPOLEON III,186,6470.0,BEUIL,6,16,11,"40,1",Appartement,41,3
2020-05-15 00:00:00,144000,5142.0,,LA VILLE,181,6830.0,GILETTE,6,66,3,51,Appartement,46,3
2020-05-26 00:00:00,139050,32.0,RUE,DROITE,174,6660.0,SAINT-ETIENNE-DE-TINEE,6,120,34,"44,06",Appartement,47,2
2020-06-02 00:00:00,450000,36.0,AV,PRINCE RAINIER III MONACO,170,6320.0,CAP-D AIL,6,32,16,"35,56",Appartement,38,1
2020-05-20 00:00:00,225187,1411.0,RTE,DE PONT DE CLANS,197,6420.0,CLANS,6,42,2,"69,4",Appartement,70,4
2020-05-29 00:00:00,52000,4.0,PL,DU   MERCANTOUR,164,6470.0,PEONE,6,94,61,20,Appartement,22,1
2020-05-25 00:00:00,100000,4425.0,RTE,DE SCLOS,176,6390.0,CONTES,6,48,23,"78,65",Appartement,80,4
2020-06-02 00:00:00,72500,5650.0,,AURON,174,6660.0,SAINT-ETIENNE-DE-TINEE,6,120,55,"20,8",Appartement,21,1
2020-06-04 00:00:00,105000,9.0,PL,DU 8 MAI,198,6670.0,LA ROQUETTE SUR VAR,6,109,149,"46,24",Appartement,45,3
2020-06-02 00:00:00,49700,5148.0,,LA VILLE,181,6830.0,GILETTE,6,66,3,"32,03",Appartement,40,2
2020-05-28 00:00:00,60000,32.0,RUE,DOCTEUR CAGNOLI,172,6450.0,SAINT-MARTIN-VESUBIE,6,127,2,"43,62",Appartement,40,2
2020-05-18 00:00:00,36500,1.0,PROM,DU LAC DU BOREON,172,6450.0,SAINT-MARTIN-VESUBIE,6,127,15,"22,36",Appartement,25,1
2020-05-29 00:00:00,140000,5739.0,,CONDAMINE,168,6340.0,DRAP,6,54,24,"82,59",Appartement,84,4
2020-04-28 00:00:00,567000,15.0,AV,VICTOR CAUVIN,162,6230.0,VILLEFRANCHE-SUR-MER,6,159,210,"88,94",Appartement,86,3
2020-05-27 00:00:00,87000,103.0,RUE,DOCTEUR CAGNOLI,172,6450.0,SAINT-MARTIN-VESUBIE,6,127,3,"37,14",Appartement,38,2
2020-05-29 00:00:00,100000,1.0,BD,RAOUL AUDIBERT,172,6450.0,SAINT-MARTIN-VESUBIE,6,127,10,"36,09",Appartement,45,1
2020-06-04 00:00:00,300000,1.0,RLE,DU MARCHE,162,6230.0,VILLEFRANCHE-SUR-MER,6,159,17,"25,75",Appartement,40,4
2020-05-26 00:00:00,68000,5400.0,BD,SAINT YSICIUS,174,6660.0,SAINT-ETIENNE-DE-TINEE,6,120,482,"20,41",Appartement,24,1
2020-06-02 00:00:00,225000,21.0,RUE,ETIENNE CURTI,183,6670.0,COLOMARS,6,46,12,"65,48",Appartement,61,4
2020-06-15 00:00:00,22000,5346.0,,LE VILLAGE,199,6450.0,UTELLE,6,151,6,"73,34",Appartement,88,4
2020-05-27 00:00:00,60000,13.0,RUE,DU SERRE,169,6440.0,L'ESCARENE,6,57,2,"27,33",Appartement,36,2
2020-06-11 00:00:00,147700,9007.0,BD,GEORGES POMPIDOU,174,6660.0,SAINT-ETIENNE-DE-TINEE,6,120,119,"32,2",Appartement,33,2
2020-06-05 00:00:00,1050000,4.0,RUE,LIEUTENANT COLONELLI,166,6310.0,BEAULIEU SUR MER,6,11,129,93,Appartement,90,3
2020-06-19 00:00:00,900000,7.0,CHE,DU LIDO,184,6230.0,SAINT-JEAN-CAP-FERRAT,6,121,39,93,Appartement,83,3
2020-06-09 00:00:00,130000,5.0,RUE,ANFOSSI,185,6670.0,LEVENS,6,75,2,"16,72",Appartement,60,5
2020-06-09 00:00:00,30000,5.0,RUE,DROITE,174,6660.0,SAINT-ETIENNE-DE-TINEE,6,120,13,"19,32",Appartement,20,1
2020-06-03 00:00:00,63300,5710.0,,FRONT DE NEIGE,163,6420.0,ISOLA,6,73,96,"20,19",Appartement,20,1
2020-06-19 00:00:00,225000,24.0,RUE,CHARLES BINET,176,6390.0,CONTES,6,48,1,"92,51",Appartement,87,4
2020-06-19 00:00:00,59000,6.0,RUE,DU DOC GENTE,200,6260.0,PUGET-THENIERS,6,99,3,"28,25",Appartement,27,1
2020-06-25 00:00:00,275000,5704.0,,FRONT DE NEIGE,163,6420.0,ISOLA,6,73,124,"49,11",Appartement,49,2
2020-06-19 00:00:00,180000,2.0,BD,FRANCOIS DE MAY,170,6320.0,CAP-D AIL,6,32,118,"14,97",Appartement,101,3
2020-06-29 00:00:00,90000,3.0,RUE,DES DEUX FRERES FUNEL,171,6710.0,VILLARS-SUR-VAR,6,158,5,"65,85",Appartement,55,3
2020-06-17 00:00:00,145000,5710.0,,FRONT DE NEIGE,163,6420.0,ISOLA,6,73,44,"26,48",Appartement,29,1
2020-06-22 00:00:00,175000,9007.0,BD,GEORGES POMPIDOU,174,6660.0,SAINT-ETIENNE-DE-TINEE,6,120,166,"33,39",Appartement,33,2
2020-06-02 00:00:00,190000,16.0,AV,GEN GALLIENI,162,6230.0,VILLEFRANCHE-SUR-MER,6,159,6,"51,07",Appartement,65,2
2020-06-29 00:00:00,665000,70.0,AV,GENERAL DE GAULLE,170,6320.0,CAP-D AIL,6,32,10,"22,2",Maison,16,1
2020-06-12 00:00:00,106764,5650.0,,AURON,174,6660.0,SAINT-ETIENNE-DE-TINEE,6,120,166,"26,87",Appartement,29,1
2020-06-26 00:00:00,480000,2.0,AV,FRANCOIS FERRY,162,6230.0,VILLEFRANCHE-SUR-MER,6,159,32,"83,15",Appartement,88,3
2020-06-22 00:00:00,67000,5347.0,,VIEUX VILLAGE,182,6450.0,ROQUEBILLIERE,6,103,4,"68,06",Appartement,74,3
2020-06-30 00:00:00,750000,28.0,AV,DE LA GRANDE BRETAGNE,162,6230.0,VILLEFRANCHE-SUR-MER,6,159,23,"106,76",Appartement,125,5
2020-06-16 00:00:00,330000,1.0,RUE,PAUL DOUMER,166,6310.0,BEAULIEU SUR MER,6,11,35,"48,39",Appartement,63,1
2020-06-16 00:00:00,330000,6.0,CHE,DE ST MICHEL CAP ROUX,180,6360.0,EZE,6,59,4,"69,51",Appartement,65,3
2020-06-30 00:00:00,54000,5433.0,,SAINT PIERRE,165,6420.0,VALDEBLORE,6,153,24,"28,95",Appartement,30,1
2020-05-27 00:00:00,155000,10.0,PL,DU 8 MAI,198,6670.0,LA ROQUETTE SUR VAR,6,109,166,"48,02",Appartement,53,2
2020-06-19 00:00:00,176000,4.0,PL,DU   MERCANTOUR,164,6470.0,PEONE,6,94,48,56,Appartement,54,3
2020-06-18 00:00:00,135000,143.0,AV,PORTE DES ALPES,185,6670.0,LEVENS,6,75,11,54,Appartement,56,3
2020-06-20 00:00:00,385000,66.0,BD,DE LA CORNE D OR,162,6230.0,VILLEFRANCHE-SUR-MER,6,159,7,"56,27",Appartement,63,1
2020-01-08 00:00:00,97500,54.0,RUE,VICTOR HUGO,201,6110.0,LE CANNET,6,30,505,"29,07",Appartement,25,1
2020-01-10 00:00:00,537700,1091.0,CHE,DU PUITS DU PLAN,202,6370.0,MOUANS-SARTOUX,6,84,9,"100,21",Maison,102,3
2020-01-10 00:00:00,117000,101.0,AV,DE LA LIBERTE,203,6220.0,VALLAURIS,6,155,6,"48,68",Appartement,52,2
2020-01-07 00:00:00,133950,10.0,RUE,SAINT ANTOINE,204,6600.0,ANTIBES,6,4,9,"22,47",Appartement,23,2
2020-01-03 00:00:00,181875,15.0,AV,NIQUET,204,6600.0,ANTIBES,6,4,24,"37,66",Appartement,41,2
2020-01-02 00:00:00,355680,4.0,BD,EDOUARD BAUDOIN,205,6160.0,ANTIBES,6,4,132,"39,11",Appartement,40,1
2020-01-09 00:00:00,200750,18.0,AV,DE LA ROSTAGNE,205,6160.0,ANTIBES,6,4,2192,"54,26",Appartement,50,2
2020-01-10 00:00:00,257161,556.0,AV,DE LA REPUBLIQUE,206,6550.0,LA ROQUETTE SUR SIAGNE,6,108,110,"66,2",Appartement,62,3
2020-01-22 00:00:00,92000,53.0,AV,GEORGES CLEMENCEAU,203,6220.0,VALLAURIS,6,155,14,"55,35",Appartement,30,1
2020-01-09 00:00:00,309000,29.0,BD,DUGOMMIER,204,6600.0,ANTIBES,6,4,7,"51,24",Appartement,34,2
2020-01-15 00:00:00,250700,14.0,RTE,DES BREGUIERES,201,6110.0,LE CANNET,6,30,40,"66,34",Appartement,66,3
2020-01-15 00:00:00,291000,175.0,CHE,DE BEAUVERT,204,6600.0,ANTIBES,6,4,32,"67,71",Appartement,68,3
2020-01-10 00:00:00,97000,15.0,AV,DE BELGIQUE,203,6220.0,VALLAURIS,6,155,250,"27,59",Appartement,27,1
2020-01-10 00:00:00,169600,18.0,AV,PASTEUR,204,6600.0,ANTIBES,6,4,20,"51,17",Appartement,46,3
2020-01-08 00:00:00,146880,190.0,RTE,DE CANNES,203,6220.0,VALLAURIS,6,155,156,"35,76",Appartement,33,3
2020-01-09 00:00:00,97800,4.0,AV,DES JASMINS,203,6220.0,VALLAURIS,6,155,198,"24,85",Appartement,25,2
2020-01-20 00:00:00,401000,1140.0,RTE,DE SAINT JEAN,204,6600.0,ANTIBES,6,4,3301,"73,59",Appartement,75,3
2020-01-17 00:00:00,593800,55.0,TRA,DES BRUNETTES,202,6370.0,MOUANS-SARTOUX,6,84,1,"172,57",Maison,141,5
2020-01-20 00:00:00,573000,344.0,CHE,DU VALBOSQUET,204,6600.0,ANTIBES,6,4,118,"106,63",Maison,119,6
2020-01-14 00:00:00,242000,146.0,AV,ANCIENS COMBATTANTS AFR N,203,6220.0,VALLAURIS,6,155,486,"92,64",Appartement,95,4
2020-01-17 00:00:00,198000,60.0,BD,DU VAL CLARET,204,6600.0,ANTIBES,6,4,62,"47,08",Appartement,47,2
2020-01-08 00:00:00,309000,116.0,BD,SADI CARNOT,201,6110.0,LE CANNET,6,30,173,"90,45",Appartement,105,4
2020-01-15 00:00:00,209000,110.0,RUE,DES POTIERS,203,6220.0,VALLAURIS,6,155,83,"67,94",Appartement,67,3
2020-01-15 00:00:00,535000,19.0,RUE,SAINT HONORAT,205,6160.0,ANTIBES,6,4,222,"88,65",Appartement,90,3
2020-01-24 00:00:00,377000,5.0,PAS,NAPOLEON,201,6110.0,LE CANNET,6,30,123,"83,7",Appartement,83,4
2020-01-20 00:00:00,210000,1.0,RUE,DE LA PETITE COLLINE,207,6250.0,MOUGINS,6,85,153,"45,52",Appartement,45,2
2020-01-15 00:00:00,67200,29.0,RUE,CLEMENT BEL,203,6220.0,VALLAURIS,6,155,112,"37,9",Appartement,36,1
2020-01-21 00:00:00,550000,19.0,AV,EDMOND D ESCLEVIN,205,6160.0,ANTIBES,6,4,430,"43,68",Appartement,43,2
2020-01-22 00:00:00,96000,10.0,RUE,DE LA CAROUTE,208,6410.0,BIOT,6,18,2,"38,69",Appartement,36,2
2020-01-27 00:00:00,415000,9.0,AV,LEMERAY,204,6600.0,ANTIBES,6,4,274,"97,04",Appartement,112,4
2020-01-16 00:00:00,175000,4.0,PL,DES ARCADES,207,6250.0,MOUGINS,6,85,57,"42,57",Appartement,42,2
2020-01-16 00:00:00,312000,9001.0,,LES SEMBOULES,204,6600.0,ANTIBES,6,4,74,"87,39",Appartement,89,4
2020-01-29 00:00:00,229000,178.0,RUE,SAINT SAUVEUR,201,6110.0,LE CANNET,6,30,27,"66,52",Appartement,83,4
2020-01-15 00:00:00,1350000,19.0,AV,EDMOND D ESCLEVIN,205,6160.0,ANTIBES,6,4,429,"85,83",Appartement,86,3
2020-01-27 00:00:00,315000,645.0,AV,DE LA REPUBLIQUE,206,6550.0,LA ROQUETTE SUR SIAGNE,6,108,1,"105,55",Appartement,120,4
2020-01-20 00:00:00,196100,40.0,AV,DE CANNES,205,6160.0,ANTIBES,6,4,163,"51,49",Appartement,53,2
2020-01-29 00:00:00,96000,604.0,AV,GEORGES POMPIDOU,201,6110.0,LE CANNET,6,30,88,"29,3",Appartement,29,1
2020-01-20 00:00:00,169000,174.0,RUE,ALEXANDRE LOUCE,203,6220.0,VALLAURIS,6,155,33,"44,61",Appartement,45,2
2020-01-31 00:00:00,325000,5.0,RUE,DES ORANGERS,201,6110.0,LE CANNET,6,30,11,"88,76",Appartement,88,4
2020-01-29 00:00:00,87000,158.0,CHE,GARIBONDY,201,6110.0,LE CANNET,6,30,18,"16,7",Appartement,17,1
2020-01-21 00:00:00,137000,18.0,AV,DE L HOPITAL,203,6220.0,VALLAURIS,6,155,77,"39,73",Appartement,39,2
2020-01-31 00:00:00,118000,2.0,RUE,VICTOR HUGO,201,6110.0,LE CANNET,6,30,11,"44,51",Appartement,45,2
2020-01-29 00:00:00,243522,84.0,RUE,DU BON AIR,204,6600.0,ANTIBES,6,4,205,"59,2",Appartement,59,3
2020-01-24 00:00:00,315300,15.0,BD,ALBERT 1ER,204,6600.0,ANTIBES,6,4,55,"66,01",Appartement,65,3
2020-01-29 00:00:00,140075,940.0,CHE,DE RABIAC ESTAGNOL,204,6600.0,ANTIBES,6,4,192,"28,08",Appartement,24,1
2020-01-23 00:00:00,312200,11.0,AV,DE CANNES,205,6160.0,ANTIBES,6,4,1,"77,78",Maison,61,3
2020-01-15 00:00:00,195000,108.0,AV,DE LA LIBERTE,203,6220.0,VALLAURIS,6,155,43,"44,69",Appartement,45,2
2020-01-24 00:00:00,192000,4.0,BD,SADI CARNOT,201,6110.0,LE CANNET,6,30,6,"60,92",Appartement,75,3
2020-02-06 00:00:00,207580,9002.0,AV,DE L EST,203,6220.0,VALLAURIS,6,155,300,"59,03",Appartement,57,3
2020-01-14 00:00:00,515000,427.0,AV,GEN DE GAULLE,207,6250.0,MOUGINS,6,85,163,"144,58",Appartement,147,5
2020-02-06 00:00:00,181420,16.0,AV,DE LA ROSTAGNE,205,6160.0,ANTIBES,6,4,2291,"32,15",Appartement,33,2
2020-02-07 00:00:00,210200,201.0,AV,MARTYRS DE LA RESISTANCE,204,6600.0,ANTIBES,6,4,58,"55,92",Appartement,57,2
2020-01-27 00:00:00,112000,79.0,AV,DES FRERES ROUSTAN,203,6220.0,VALLAURIS,6,155,909,"27,35",Appartement,28,2
2020-01-29 00:00:00,499760,1778.0,CHE,DE ST JULIEN,208,6410.0,BIOT,6,18,2,"116,59",Maison,99,4
2020-01-29 00:00:00,274800,10.0,RUE,SAINT ANTOINE,204,6600.0,ANTIBES,6,4,7,"39,33",Appartement,41,2
2020-01-20 00:00:00,84000,6.0,AV,GEORGES CLEMENCEAU,203,6220.0,VALLAURIS,6,155,60,27,Appartement,27,1
2020-01-30 00:00:00,100000,32.0,RUE,ST SEBASTIEN,208,6410.0,BIOT,6,18,7,"29,42",Appartement,27,2
2020-01-31 00:00:00,211687,571.0,CHE,DES COMBES,204,6600.0,ANTIBES,6,4,160,"53,23",Appartement,52,2
2020-01-31 00:00:00,182000,4.0,AV,DE LA ROSTAGNE,205,6160.0,ANTIBES,6,4,33,"31,4",Appartement,31,1
2020-02-12 00:00:00,150310,11.0,CHE,GARIBONDY,201,6110.0,LE CANNET,6,30,59,"51,6",Appartement,46,2
2020-01-28 00:00:00,380000,118.0,CHE,DU LAC,202,6370.0,MOUANS-SARTOUX,6,84,5,"96,43",Maison,102,4
2020-02-06 00:00:00,240624,1.0,AV,FREDERIC MISTRAL,204,6600.0,ANTIBES,6,4,1183,"42,42",Appartement,43,3
2020-01-30 00:00:00,347000,741.0,CHE,MOYENNES BREGUIERES,204,6600.0,ANTIBES,6,4,301,"85,35",Appartement,85,4
2020-02-03 00:00:00,259000,174.0,RUE,ALEXANDRE LOUCE,203,6220.0,VALLAURIS,6,155,30,"65,23",Appartement,64,3
2020-02-06 00:00:00,76500,51.0,AV,DES FRERES ROUSTAN,203,6220.0,VALLAURIS,6,155,10,"19,3",Appartement,20,0
2020-02-03 00:00:00,291880,5.0,RPT,ANDRE MINANGOY,207,6250.0,MOUGINS,6,85,45,"95,21",Appartement,97,4
2020-01-31 00:00:00,142200,35.0,AV,GEORGES POMPIDOU,203,6220.0,VALLAURIS,6,155,564,"33,39",Appartement,34,1
2020-02-13 00:00:00,61000,116.0,BD,SADI CARNOT,201,6110.0,LE CANNET,6,30,158,"20,64",Appartement,16,1
2020-02-17 00:00:00,146000,14.0,RUE,DES MOULIERES,201,6110.0,LE CANNET,6,30,204,"34,55",Appartement,34,2
2020-01-22 00:00:00,251160,587.0,AV,PREMIERE AVENUE,204,6600.0,ANTIBES,6,4,128,"64,05",Appartement,64,3
2020-01-31 00:00:00,75200,14.0,IMP,BEAU SOLEIL,203,6220.0,VALLAURIS,6,155,26,"30,97",Appartement,32,1
2020-02-07 00:00:00,415000,1.0,RUE,DE LA DRAILLE,207,6250.0,MOUGINS,6,85,2,"90,31",Appartement,91,3
2020-02-07 00:00:00,296500,9.0,AV,DE NICE,204,6600.0,ANTIBES,6,4,65,"68,09",Appartement,67,4
2020-02-10 00:00:00,425000,344.0,CHE,DU VALBOSQUET,204,6600.0,ANTIBES,6,4,58,"96,45",Maison,100,5
2020-01-27 00:00:00,31800,70.0,BD,SADI CARNOT,201,6110.0,LE CANNET,6,30,1048,"28,29",Appartement,28,1
2020-02-14 00:00:00,138000,18.0,AV,DU MIDI,203,6220.0,VALLAURIS,6,155,15,"46,76",Appartement,46,2
2020-02-07 00:00:00,92000,1.0,RUE,DE LA REPUBLIQUE,202,6370.0,MOUANS-SARTOUX,6,84,3,"23,5",Appartement,25,1
2020-02-05 00:00:00,107100,440.0,AV,GEORGES POMPIDOU,201,6110.0,LE CANNET,6,30,114,"26,88",Appartement,27,1
2020-02-06 00:00:00,361500,1039.0,CHE,DES COMBES,204,6600.0,ANTIBES,6,4,34,"72,8",Appartement,72,3
2020-02-14 00:00:00,221500,250.0,BD,DES HORIZONS,203,6220.0,VALLAURIS,6,155,14,"46,58",Appartement,46,3
2020-02-14 00:00:00,650000,38.0,AV,ROBERT SOLEAU,204,6600.0,ANTIBES,6,4,24,"87,15",Appartement,88,4
2020-01-27 00:00:00,168700,22.0,AV,DE L ORANGERIE,204,6600.0,ANTIBES,6,4,161,"23,15",Appartement,23,1
2020-02-12 00:00:00,169000,30.0,BD,JAMES WYLLIE,205,6160.0,ANTIBES,6,4,243,"31,31",Appartement,32,1
2020-02-12 00:00:00,189150,481.0,RTE,DE NICE,204,6600.0,ANTIBES,6,4,72,"45,42",Appartement,46,2
2020-02-19 00:00:00,273600,9003.0,,LES SEMBOULES,204,6600.0,ANTIBES,6,4,629,"77,09",Appartement,76,3
